chr,pos,ensg,enst,ense,genID,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,n_exones_en_pos
chr6,97238860,ENSG00000240476,ENST00000755864,ENSE00004105328,LINC00973,92.273,220,16,1,281,500,582,800,3.15e-83,311.0,5
chr16,433137,ENSG00000240476,ENST00000755866,ENSE00004105308,LINC00973,90.306,196,18,1,1,195,212,17,2.24e-66,255.0,5
chr3,11599600,ENSG00000240476,ENST00000755864,ENSE00004105328,LINC00973,93.119,218,15,0,1,218,798,581,6.0500000000000006e-86,320.0,5
chr17,75194495,ENSG00000240476,ENST00000755865,ENSE00004105333,LINC00973,92.079,202,14,2,433,633,835,635,8.81e-75,283.0,3
chr19,38774746,ENSG00000240476,ENST00000755866,ENSE00004105308,LINC00973,94.47,217,9,1,312,528,39,252,4.3499999999999994e-89,331.0,5
chr11,128653,ENSG00000282508,ENST00000632102,ENSE00003780667,LINC01002,93.301,209,12,2,200,408,215,9,4.4e-82,307.0,3
chr15,23498414,ENSG00000228564,ENST00000753138;ENST00000753137;ENST00000753136,ENSE00004100012,LINC01005,91.398,186,16,0,602,787,14,199,2.4100000000000003e-66,255.0,2
chr3,87570728,ENSG00000228495,ENST00000706305,ENSE00003995507,LINC01013,91.795,195,15,1,512,706,13,206,1.3700000000000001e-70,270.0,5
chr4,91046088,ENSG00000228495,ENST00000454596,ENSE00001733145,LINC01013,92.513,187,13,1,5456,5641,187,1,8.51e-69,267.0,4
chr12,118295133,ENSG00000249378,ENST00000503458;ENST00000664234,ENSE00004200490,LINC01060,92.857,196,13,1,1,195,532,337,1.38e-74,283.0,2
chr12,36092,ENSG00000249307,ENST00000833418,ENSE00004249926,LINC01088,92.202,218,17,0,406,623,218,1,7.22e-82,309.0,5
chr19,27867848,ENSG00000228794,ENST00000744897,ENSE00004084269,LINC01128,97.449,196,5,0,15,210,746,941,2.84e-90,335.0,2
chr14_GL000225v1_random,109472,ENSG00000228794,ENST00000744897,ENSE00004084269,LINC01128,92.558,215,16,0,198,412,664,450,1.75e-82,309.0,2
chr3,147890048,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,95.161,186,9,0,368,553,1,186,2e-77,294.0,2
chr7,148989854,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,95.0,180,9,0,765,944,1,180,3.8399999999999995e-74,283.0,2
chr13,20123480,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,90.556,180,17,0,700,879,1,180,8.949999999999999e-61,239.0,2
chr2,65519326,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,95.0,180,9,0,623,802,1,180,3.6899999999999996e-74,283.0,2
chr9,88659607,ENSG00000231346,ENST00000453988,ENSE00001758172,LINC01160,96.216,185,7,0,4681,4865,511,327,6.67e-80,303.0,3
chr13,35751189,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,93.548,186,12,0,1667,1852,186,1,1.4200000000000002e-72,278.0,2
chr11,66394633,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,90.556,180,17,0,725,904,1,180,8.51e-61,239.0,2
chr13,81793562,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,94.624,186,10,0,1582,1767,186,1,7.43e-76,289.0,2
chr7,52054844,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,92.473,186,14,0,628,813,1,186,3.3899999999999997e-69,267.0,2
chr13,53965792,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,94.086,186,11,0,2130,2315,186,1,3.79e-74,283.0,2
chr16,74811108,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,91.935,186,15,0,365,550,1,186,1.89e-67,261.0,2
chr10,3041561,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,93.011,186,13,0,308,493,1,186,5.55e-71,272.0,2
chr1,165892146,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,93.011,186,13,0,1585,1770,186,1,7.280000000000001e-71,272.0,2
chr10,43423146,ENSG00000231346,ENST00000453988,ENSE00001758172,LINC01160,91.579,190,16,0,1,190,322,511,3.54e-68,263.0,3
chr3,179087496,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,91.935,186,15,0,696,881,1,186,1.82e-67,261.0,2
chr11,125589067,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,95.161,186,9,0,1904,2089,186,1,1.8600000000000002e-77,294.0,2
chr3,12654718,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,94.444,180,10,0,704,883,1,180,1.8500000000000002e-72,278.0,2
chr1,11770162,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,92.021,188,13,1,1650,1837,186,1,3.93e-68,263.0,2
chr1,111797839,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,93.333,180,12,0,1845,2024,180,1,3.4999999999999996e-69,267.0,2
chr1,37775710,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,94.444,180,10,0,1732,1911,180,1,1.62e-72,278.0,2
chr2,174087491,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,91.398,186,16,0,1585,1770,186,1,7.56e-66,255.0,2
chr10,21659152,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,93.889,180,11,0,3175,3354,180,1,1.12e-70,272.0,2
chr14,20707961,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,92.473,186,14,0,1241,1426,186,1,3.34e-69,267.0,2
chr7,65580692,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,95.0,180,9,0,2916,3095,180,1,5.43e-74,283.0,2
chr13,51161125,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,91.398,186,16,0,726,911,1,186,8.470000000000003e-66,255.0,2
chr11,11926961,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,91.398,186,16,0,1811,1996,186,1,8.680000000000003e-66,255.0,2
chr3,138126527,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,91.398,186,16,0,646,831,1,186,8.490000000000003e-66,255.0,2
chr18,49810930,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,94.624,186,10,0,646,831,1,186,8.12e-76,289.0,2
chr2,193680303,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,92.473,186,14,0,2274,2459,186,1,4.859999999999997e-69,267.0,2
chr11,5105715,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,91.111,180,16,0,662,841,1,180,1.69e-62,244.0,2
chr2,208168760,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,93.011,186,12,1,611,795,1,186,3.34e-70,270.0,2
chr3,186982849,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,91.111,180,16,0,2176,2355,180,1,2.17e-62,244.0,2
chr21,32551101,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,94.444,180,10,0,658,837,1,180,1.7000000000000002e-72,278.0,2
chr5,79130726,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,91.444,187,14,2,658,843,1,186,7.85e-66,255.0,2
chr14,81320429,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,92.222,180,14,0,1720,1899,180,1,8.41e-66,255.0,2
chr1,64384496,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,94.444,180,10,0,408,587,1,180,1.4200000000000002e-72,278.0,2
chr17,5055894,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,94.624,186,10,0,1642,1827,186,1,7.39e-76,289.0,2
chr10,49724223,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,91.111,180,16,0,647,826,1,180,1.84e-62,244.0,2
chr8,145027990,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,92.473,186,13,1,2052,2236,186,1,1.4899999999999994e-68,265.0,2
chr19,23845119,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,92.473,186,14,0,1629,1814,186,1,3.49e-69,267.0,2
chr19,6916520,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,94.624,186,10,0,1910,2095,186,1,8.66e-76,289.0,2
chr10,80627643,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,91.398,186,16,0,656,841,1,186,8.56e-66,255.0,2
chr6,132706868,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,94.086,186,11,0,660,845,1,186,3.15e-74,283.0,2
chr6,36945969,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,91.111,180,16,0,1713,1892,180,1,1.69e-62,244.0,2
chr12,14170514,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,93.548,186,12,0,648,833,1,186,1.77e-72,278.0,2
chr5,80803524,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,93.011,186,13,0,2206,2391,186,1,9.29e-71,272.0,2
chr19,23828483,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,92.473,186,14,0,348,533,1,186,2.2299999999999998e-69,267.0,2
chrX,26904245,ENSG00000231346,ENST00000441004,ENSE00001550515,LINC01160,93.011,186,13,0,645,830,1,186,9.49e-71,272.0,2
chr9,109650340,ENSG00000231346,ENST00000450155,ENSE00001476357,LINC01160,91.667,180,15,0,1826,2005,180,1,3.95e-64,250.0,2
chr7,154062984,ENSG00000231817,ENST00000781187,ENSE00004153109,LINC01198,92.265,181,10,2,6,182,205,25,1e-65,254.0,3
chr3,155814056,ENSG00000203650,ENST00000655074,ENSE00004203953,LINC01285,92.488,213,14,2,1,211,1615,1403,8.48e-81,303.0,3
chr13,66146976,ENSG00000215866,ENST00000667852,ENSE00004122990,LINC01356,91.121,214,17,1,882,1093,584,371,3.73e-76,289.0,9
chrX,30772629,ENSG00000259692,ENST00000829422,ENSE00004242844,LINC01418,95.327,214,9,1,689,901,1,214,8.11e-91,339.0,2
chr3,11599600,ENSG00000186960,ENST00000671672,ENSE00004164229,LINC01551,94.037,218,13,0,1,218,628,411,2.79e-89,331.0,5
chr14,21260117,ENSG00000186960,ENST00000399387,ENSE00001339307,LINC01551,94.416,197,11,0,569,765,413,609,8.25e-81,303.0,5
chr16,433137,ENSG00000186960,ENST00000668749,ENSE00004164217,LINC01551,91.371,197,16,1,1,196,606,410,2.88e-70,268.0,5
chr22,37529117,ENSG00000186960,ENST00000671672,ENSE00004164229,LINC01551,99.087,219,2,0,380,598,411,629,3.68e-108,394.0,5
chr21,25880076,ENSG00000186960,ENST00000399387,ENSE00001339307,LINC01551,91.781,219,18,0,290,508,412,630,1.49e-81,305.0,5
chr6,97238860,ENSG00000186960,ENST00000653638,ENSE00003879679,LINC01551,94.545,220,11,1,281,500,412,630,1.45e-91,339.0,5
chr5,43541207,ENSG00000186960,ENST00000653638,ENSE00003879679,LINC01551,92.593,216,13,2,1,213,627,412,7.519999999999997e-82,307.0,2
chrX,48672720,ENSG00000214900,ENST00000769279,ENSE00004130140,LINC01588,91.787,207,15,2,1,207,1441,1645,7.35e-76,287.0,4
chr20,30924861,ENSG00000279579,ENST00000815449;ENST00000815451;ENST00000815454;ENST00000815457;ENST00000815465;ENST00000815467,ENSE00004217459,LINC01666,90.155,193,18,1,1320,1512,5,196,2.9600000000000003e-64,250.0,2
chr21,9830543,ENSG00000293035,ENST00000786036,ENSE00004162383,LINC01667,91.16,181,15,1,195,374,181,1,9.38e-63,244.0,20
chr10,65524284,ENSG00000267767,ENST00000653487,ENSE00003876624,LINC01801,90.094,212,21,0,2006,2217,212,1,7.480000000000001e-72,276.0,2
chr3,152893522,ENSG00000262772,ENST00000576963,ENSE00003883558,LINC01977,90.955,199,15,3,1,197,797,600,7.499999999999999e-69,265.0,2
chr3,75414206,ENSG00000248243,ENST00000716144,ENSE00004028941,LINC02014,96.667,210,7,0,9463,9672,210,1,1.44e-93,350.0,2
chr15,23498414,ENSG00000243593,ENST00000668252,ENSE00003852909,LINC02049,94.33,194,11,0,594,787,1276,1469,3.9500000000000003e-79,298.0,3
chr9,115321587,ENSG00000243593,ENST00000655299,ENSE00003871979,LINC02049,93.119,218,15,0,940,1157,617,834,1.25e-85,320.0,3
chr1,105571333,ENSG00000254101,ENST00000837564,ENSE00004258141,LINC02055,90.826,218,15,4,301,518,386,598,2.49e-75,287.0,2
chr19,27867848,ENSG00000254101,ENST00000837563,ENSE00004258142,LINC02055,91.795,195,12,3,16,210,409,599,2.92e-70,268.0,2
chr12,49611687,ENSG00000249736,ENST00000507298,ENSE00002038402,LINC02242,95.135,185,9,0,1,185,43,227,1.7400000000000002e-77,292.0,2
chr2,128082398,ENSG00000249736,ENST00000839186,ENSE00004261146,LINC02242,93.158,190,12,1,785,974,933,745,6.39e-73,278.0,2
chrX,15267555,ENSG00000249736,ENST00000839186,ENSE00004261146,LINC02242,90.61,213,8,4,6,218,734,934,2.63e-71,272.0,2
chr3,152893522,ENSG00000249736,ENST00000839186,ENSE00004261146,LINC02242,91.371,197,17,0,1,197,736,932,1.61e-70,270.0,2
chr11,114842974,ENSG00000259485,ENST00000659377,ENSE00004076141,LINC02253,94.475,181,10,0,353,533,181,1,3.18e-73,279.0,3
chr9,115321587,ENSG00000248174,ENST00000670219,ENSE00003884240,LINC02268,92.778,180,13,0,978,1157,523,702,7.67e-68,261.0,4
chr9,9008027,ENSG00000248174,ENST00000671681,ENSE00003886070,LINC02268,90.909,187,17,0,848,1034,43,229,1.9500000000000002e-64,252.0,4
chr14,43602084,ENSG00000248174,ENST00000671681,ENSE00003886070,LINC02268,91.364,220,18,1,292,511,43,261,7.04e-80,300.0,6
chr5,43541207,ENSG00000225948,ENST00000850577,ENSE00004282189,LINC02648,91.0,200,15,3,1,197,247,48,1.28e-69,267.0,2
chr2,128082398,ENSG00000225948,ENST00000448835,ENSE00004137344,LINC02648,92.708,192,14,0,783,974,332,141,6.39e-73,278.0,2
chr1,55240233,ENSG00000225948,ENST00000850577,ENSE00004282189,LINC02648,93.333,180,12,0,1435,1614,353,174,2.31e-69,267.0,2
chr2,174087491,ENSG00000234752,ENST00000837064,ENSE00004257136,LINC02676,92.271,207,16,0,1582,1788,207,1,1.6e-77,294.0,2
chr9,109650340,ENSG00000234752,ENST00000837053,ENSE00004257131,LINC02676,93.939,198,12,0,1900,2097,247,50,3.87e-79,300.0,2
chr2,193680303,ENSG00000234752,ENST00000837053,ENSE00004257131,LINC02676,93.939,198,12,0,2348,2545,247,50,4.79e-79,300.0,2
chr3,179087496,ENSG00000234752,ENST00000837053,ENSE00004257131,LINC02676,93.939,198,12,0,610,807,50,247,3.8600000000000003e-79,300.0,2
chr9,88659607,ENSG00000234752,ENST00000837064,ENSE00004257136,LINC02676,93.72,207,13,0,4604,4810,207,1,3.9799999999999996e-82,311.0,9
chr13,81793562,ENSG00000234752,ENST00000837053,ENSE00004257131,LINC02676,93.434,198,13,0,1656,1853,247,50,1.6e-77,294.0,2
chr8,57072050,ENSG00000234752,ENST00000837062,ENSE00004257143,LINC02676,90.256,195,18,1,5759,5952,195,1,1.3e-64,254.0,4
chr11,66394633,ENSG00000234752,ENST00000837064,ENSE00004257136,LINC02676,91.787,207,17,0,701,907,1,207,8.33e-76,289.0,2
chr19,23845119,ENSG00000234752,ENST00000837064,ENSE00004257136,LINC02676,94.203,207,12,0,1626,1832,207,1,3.42e-84,316.0,2
chr13,51161125,ENSG00000234752,ENST00000837053,ENSE00004257131,LINC02676,93.939,198,12,0,640,837,50,247,3.8600000000000003e-79,300.0,2
chr16,74811108,ENSG00000234752,ENST00000837053,ENSE00004257131,LINC02676,94.949,198,10,0,279,476,50,247,1.8499999999999998e-82,311.0,2
chr13,20123480,ENSG00000234752,ENST00000837053,ENSE00004257131,LINC02676,93.939,198,12,0,608,805,50,247,4.05e-79,300.0,2
chr9,27342928,ENSG00000234752,ENST00000837052,ENSE00004257144,LINC02676,90.148,203,15,3,4,202,491,692,1.4299999999999999e-67,259.0,9
chr10,43423146,ENSG00000234752,ENST00000837052,ENSE00004257144,LINC02676,93.158,190,13,0,1,190,504,693,3.52e-73,279.0,9
chr3,186982849,ENSG00000234752,ENST00000837053,ENSE00004257131,LINC02676,93.939,198,12,0,2250,2447,247,50,4.5700000000000004e-79,300.0,2
chr11,11926961,ENSG00000234752,ENST00000837064,ENSE00004257136,LINC02676,92.271,207,16,0,1808,2014,207,1,1.84e-77,294.0,2
chr7,105511135,ENSG00000204241,ENST00000529070,ENSE00002143365,LINC02731,90.306,196,18,1,1,196,1009,1203,2.09e-66,255.0,2
chr6,97238860,ENSG00000204241,ENST00000529070,ENSE00002143365,LINC02731,94.037,218,12,1,281,498,1203,987,8.709999999999999e-89,329.0,2
chr3,155814056,ENSG00000204241,ENST00000529070,ENSE00002143365,LINC02731,92.925,212,14,1,1,211,992,1203,6.56e-82,307.0,2
chr22,37529117,ENSG00000204241,ENST00000662879,ENSE00004208011,LINC02731,96.154,208,8,0,381,588,1203,996,4.86e-92,340.0,2
chr21,25880076,ENSG00000204241,ENST00000529070,ENSE00002143365,LINC02731,91.743,218,18,0,289,506,1204,987,5.3699999999999985e-81,303.0,2
chr14,21260117,ENSG00000204241,ENST00000662879,ENSE00004208011,LINC02731,91.878,197,16,0,569,765,1202,1006,1.8e-72,276.0,2
chr3,11599600,ENSG00000204241,ENST00000529070,ENSE00002143365,LINC02731,95.074,203,10,0,15,217,1001,1203,6.0500000000000006e-86,320.0,2
chr3,48499782,ENSG00000234476,ENST00000702705,ENSE00004229307,LINC02765,90.164,183,15,1,477,656,112,294,2.63e-60,235.0,2
chr10,21659152,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,93.401,197,10,2,813,1009,194,1,1.12e-75,289.0,2
chr12,14170514,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,91.753,194,16,0,1441,1634,1,194,2.9600000000000004e-70,270.0,2
chr11,44663612,ENSG00000231529,ENST00000785458,ENSE00004161245,LINC02779,93.333,180,12,0,1,180,121,300,8.52e-70,267.0,2
chr7,65580692,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,91.146,192,16,1,2070,2261,191,1,9.14e-67,259.0,2
chr21,32551101,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,93.333,195,12,1,1396,1590,1,194,2.82e-75,287.0,2
chr7,52054844,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,92.347,196,12,2,1017,1211,1,194,5.63e-72,276.0,2
chr20,4102182,ENSG00000231529,ENST00000785460,ENSE00004161256,LINC02779,92.13,216,17,0,928,1143,1,216,9.92e-81,305.0,3
chr17,5055894,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,93.878,196,10,2,966,1161,194,1,1.59e-77,294.0,2
chr19,6916520,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,92.893,197,11,1,930,1126,194,1,4.03e-74,283.0,2
chr13,81793562,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,94.359,195,10,1,656,850,194,1,1.23e-78,298.0,2
chr1,165892146,ENSG00000231529,ENST00000785459,ENSE00004161247,LINC02779,95.361,194,8,1,1582,1775,193,1,2e-81,307.0,2
chr9,88659607,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,93.299,194,13,0,4223,4416,194,1,6.71e-75,287.0,2
chr14,20707961,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,91.878,197,13,1,841,1037,194,1,7.18e-71,272.0,2
chr18,49810930,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,93.333,195,12,1,1036,1230,1,194,2.92e-75,287.0,2
chr13,53965792,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,91.237,194,17,0,1496,1689,194,1,1.37e-68,265.0,2
chr3,147890048,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,90.722,194,16,2,1250,1441,1,194,2.63e-66,257.0,2
chr6,132706868,ENSG00000231529,ENST00000785459,ENSE00004161247,LINC02779,94.845,194,9,1,655,848,1,193,8.68e-80,302.0,2
chr6,32546834,ENSG00000231529,ENST00000785459,ENSE00004161247,LINC02779,90.206,194,18,1,602,795,1,193,6.46e-65,252.0,3
chr1,11770162,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,94.33,194,9,2,635,826,194,1,3.88e-78,296.0,2
chr3,12654718,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,93.878,196,9,3,1453,1647,1,194,6.62e-77,292.0,2
chr1,111797839,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,93.814,194,12,0,1319,1512,194,1,5.78e-77,292.0,2
chr11,125589067,ENSG00000231529,ENST00000785459,ENSE00004161247,LINC02779,95.876,194,7,1,1901,2094,193,1,5.12e-83,313.0,2
chr3,179087496,ENSG00000231529,ENST00000785459,ENSE00004161247,LINC02779,93.814,194,11,1,691,884,1,193,2.32e-76,291.0,2
chr1,64384496,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,92.784,194,14,0,1018,1211,1,194,1.1e-73,281.0,2
chr7,148989854,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,91.878,197,13,3,1876,2072,1,194,8.31e-71,272.0,2
chr13,35751189,ENSG00000231529,ENST00000785459,ENSE00004161247,LINC02779,95.361,194,8,1,1664,1857,193,1,1.8199999999999998e-81,307.0,2
chr10,3041561,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,93.333,195,12,1,942,1136,1,194,1.98e-75,287.0,2
chr1,37775710,ENSG00000231529,ENST00000785459,ENSE00004161247,LINC02779,95.361,194,8,1,1729,1922,193,1,2.0599999999999999e-81,307.0,2
chr2,65519326,ENSG00000231529,ENST00000785461,ENSE00004161246,LINC02779,92.308,195,14,1,1235,1429,1,194,6.18e-72,276.0,2
chr5,100287510,ENSG00000259380,ENST00000561320,ENSE00002541546,LINC02895,93.953,215,13,0,1,215,1940,2154,3.49e-87,326.0,2
chr9,68326815,ENSG00000234394,ENST00000429953;ENST00000414223,ENSE00003458229,LINC03025,90.566,212,19,1,423,634,262,472,1.14e-73,279.0,2
chr9,68326815,ENSG00000276462,ENST00000619971;ENST00000653478,ENSE00003719851,LINC03025,90.566,212,19,1,423,634,262,472,1.14e-73,279.0,3
chr1,10971075,ENSG00000287750,ENST00000692550;ENST00000661542;ENST00000822444;ENST00000822447;ENST00000822456;ENST00000822465;ENST00000822467;ENST00000822468;ENST00000822469;ENST00000822499,ENSE00004230334,LINC03026,90.863,197,18,0,1811,2007,401,597,1.0399999999999999e-68,265.0,4
chr1,105571333,ENSG00000230387,ENST00000720399,ENSE00004039035,LINC03125,93.088,217,11,3,301,517,1119,1331,1.14e-83,315.0,3
chr2,117568083,ENSG00000230387,ENST00000720388,ENSE00004039029,LINC03125,90.411,219,17,3,589,806,1333,1118,3.15e-75,285.0,3
chr19,27867848,ENSG00000230387,ENST00000720387,ENSE00004039053,LINC03125,92.611,203,12,2,15,217,1141,1340,2.24e-76,289.0,4
chr11,8158765,ENSG00000213904,ENST00000750205,ENSE00004094368,LIPE-AS1,91.542,201,12,4,1134,1329,314,114,5.3e-71,272.0,3
chr2,128082398,ENSG00000233621,ENST00000744110,ENSE00004083132,LITATS1,92.188,192,15,0,783,974,256,65,2.97e-71,272.0,2
chr9,86586831,ENSG00000281091,ENST00000801288,ENSE00004190748,LL0XNC01-250H12.3,90.206,194,19,0,1228,1421,88,281,2.85e-65,254.0,3
chr12,118295133,ENSG00000168216,ENST00000649673,ENSE00003839729,LMBRD1,92.268,194,14,1,2,194,75,268,8.32e-72,274.0,2
chr9,86586831,ENSG00000249152,ENST00000721214,ENSE00004040727,LNCPRESS2,92.453,212,14,1,2289,2498,212,1,1e-79,302.0,2
chr3,87570728,ENSG00000249152,ENST00000502518,ENSE00004040682,LNCPRESS2,92.818,181,12,1,526,706,1,180,8.26e-68,261.0,4
chr9,68575218,ENSG00000245552,ENST00000798529,ENSE00004186174,LNCRNA-IUR,94.175,206,12,0,906,1111,680,475,8.83e-84,315.0,2
chr4,119796374,ENSG00000245552,ENST00000798507,ENSE00004186211,LNCRNA-IUR,93.75,192,12,0,460,651,239,430,1.95e-76,289.0,5
chr9,115321587,ENSG00000245552,ENST00000798526,ENSE00004186199,LNCRNA-IUR,93.119,218,15,0,940,1157,453,670,1.25e-85,320.0,4
chr5,97530702,ENSG00000245552,ENST00000534864,ENSE00004186227,LNCRNA-IUR,90.256,195,19,0,2171,2365,983,1177,8.44e-66,255.0,2
chr2,128082398,ENSG00000137821,ENST00000544974,ENSE00003739930,LRRC49,92.708,192,13,1,783,974,1431,1621,2.3e-72,276.0,2
chr3,155814056,ENSG00000137821,ENST00000260382,ENSE00003902217,LRRC49,92.929,198,14,0,4,201,1523,1720,2.37e-76,289.0,2
chr10,96439188,ENSG00000137821,ENST00000260382,ENSE00003902217,LRRC49,90.732,205,19,0,2,206,1521,1725,9.930000000000001e-72,274.0,2
chr12,49611687,ENSG00000137821,ENST00000544974,ENSE00003739930,LRRC49,91.351,185,16,0,1,185,1621,1437,8.2e-66,254.0,2
chrX,9388955,ENSG00000180979,ENST00000397130,ENSE00001527414,LRRC57,90.769,195,18,0,4,198,4147,3953,5.179999999999999e-68,261.0,2
chr3,152893522,ENSG00000180979,ENST00000323443,ENSE00003753280,LRRC57,90.0,200,20,0,1,200,2167,2366,3.49e-67,259.0,2
chr7,105511135,ENSG00000126934,ENST00000600584,ENSE00003108695,MAP2K2,90.816,196,12,4,1,195,521,711,5.81e-67,257.0,2
chr5,43541207,ENSG00000188130,ENST00000496942,ENSE00001906106,MAPK12,93.548,217,11,2,1,214,785,1001,9.65e-86,320.0,3
chr14,21260117,ENSG00000188130,ENST00000497738,ENSE00001874412,MAPK12,93.782,193,12,0,572,764,996,804,6.4200000000000004e-77,291.0,3
